2019-11-19T12:40:00.168+03:00,@Blondie190  *hugs tight and doesnt let go* &gt;,0.0
2019-11-19T12:00:00.157+03:00,@DarrenRuane thanx very  much 4 the follow! nice to see other rosie fans!,1.0
2019-11-19T11:40:00.909+03:00,@BlondeBlogger But the computer is so hard to drag yourself off even though you know there are a thousand things to do! Good Luck,0.0
2019-11-19T13:00:00.137+03:00,@Blondore @snappingturtle mine is only 18 months - I feel like I have lost out on something now,0.0
2019-11-19T12:20:00.148+03:00,@darrylwoodson....Yes!!! Stay saved  Tank Later!! lol,0.0
2019-11-19T11:40:00.909+03:00,@Blonde_karan It's not that hard  And you already have a lot of followers... you'll be fine. Have a great night.,1.0
2019-11-19T12:00:00.157+03:00,@darrenteh Home is where you are at  I wanna be homeeeeeeeeee!,1.0
2019-11-19T12:40:00.168+03:00,@BlondeRosalie getting ready for bed. overtime this week,0.0
2019-11-19T12:00:00.157+03:00,@blondeirish I love raspberries! When I lived in WA state I used to eat them by the flat! But they are  too expensive here in AZ,1.0
2019-11-19T13:20:00.125+03:00,@darthchilli damn you. Lolz I want BBQ too  but I'm stuck at sfu studying haha.,0.0
2019-11-19T12:40:00.168+03:00,"\"@blondiekate 18 is better than 40",1.0
2019-11-19T13:20:00.125+03:00,"\"@darthhamster told me that it is &quot;essential&quot; that I tweet regularly this morning",0.0
2019-11-19T13:00:00.137+03:00,"\"@bloodyhurricane omg I don't know",1.0
2019-11-19T12:20:00.148+03:00,@DarrenXP I GOT IT!!! OMG I GOT IT!!!! XD As in the LONDON &amp; BIRMINGHAM CLOTHES SHOW GIGS OMG!!!!!! Haha I'm a little excited.,0.0
2019-11-19T11:40:00.909+03:00,@BlondeByDesign #ButImMarried  #iloveyou,0.0
2019-11-19T11:40:00.909+03:00,@blondebear87 ah yes dropping the bear thing  it's such a lovely day here! Very odd for stafford!!,1.0
2019-11-19T12:00:00.157+03:00,@DarrenRuane Thanks for the recommendations. Will check amazon later  Amazing that there are other &quot;crazy&quot; people like moi out there,1.0
2019-11-19T13:20:00.125+03:00,@DarthMolen That's too bad  I'll take lots of pictures and will post them!,0.0
2019-11-19T12:40:00.168+03:00,@Blondie73 Heeee! Hello my friend. Lovely to see you in the world of twitter  x,1.0
2019-11-19T12:40:00.168+03:00,@BlondeRosalie Hi Rose! How are you today?,0.0
2019-11-19T12:20:00.148+03:00,@darrynstorm deviantart.   My day was not too bad though i had work and uni work to do but oh well. yours?,0.0
2019-11-19T13:00:00.137+03:00,@blondore i am not no  but i have been a brazi soccer fangirl forever! SA soccer fangirl not so much!,0.0
2019-11-19T12:00:00.157+03:00,@DarrenSproat but I didnt say please did I...... please,0.0
2019-11-19T11:40:00.909+03:00,"\"@Blonde_Idiot hope you have fun at work placement",1.0
