,Unnamed: 0,time,text,class,ours
32,2019-11-19T12:40:00.168+03:00,@BlondeNoa aww I'm so sorry to hear that  I've been away and I come back tonight and I doubt well see each other either,0.0,,0
33,2019-11-19T13:00:00.137+03:00,@bloodbelieve sweeet. i'll probably stick it up on wednesday. i am slowly working through a synoptic paper right now,0.0,,0
34,2019-11-19T12:20:00.148+03:00,"\@darrylin lmao how did I know you would take offense to that? Also""",0.0,,1
35,2019-11-19T11:40:00.909+03:00,@BlokesLib wow are you feeling ok? sounds like you need help eating them! send em over,1.0,,1
36,2019-11-19T12:20:00.148+03:00,"\@darryl1974 Wow""",0.0,,1
37,2019-11-19T12:00:00.157+03:00,@darrenmonroe we keep working on it...step by step...going on 3rd brain surgery...meds just don't like me!  thank you!!,1.0,,1
38,2019-11-19T13:20:00.125+03:00,"\@DarthAuctora16 where do you live""",0.0,,1
39,2019-11-19T12:40:00.168+03:00,@blondishnet even I can't FTP to Fan History.  No FTP installed.,1.0,,0
40,2019-11-19T12:20:00.148+03:00,@darrkwillow what Chris said,0.0,,0
41,2019-11-19T13:00:00.137+03:00,@BloodThorne  I know my man!!,1.0,,0
42,2019-11-19T13:20:00.125+03:00,@DarthSatanus I completely understand..wish I could give ya advice,0.0,,0
43,2019-11-19T13:00:00.137+03:00,@bloodhoundgang i'm sorry your tooth is so retarded,0.0,,0
44,2019-11-19T12:00:00.157+03:00,@darrenram Good luck! Great weather  Have fun,1.0,,1
45,2019-11-19T12:20:00.148+03:00,@DarrylParker Sure.  Looking forward to some R &amp; D myself,0.0,,1
46,2019-11-19T13:00:00.137+03:00,"\@BloodBruthaz lol thankz""",0.0,,1
47,2019-11-19T11:40:00.909+03:00,@BlokesLib Whats the name of that movie?,0.0,,0
48,2019-11-19T12:40:00.168+03:00,@BlondeNoa i prefer it tbh  its a bit of a girlz drink ;),0.0,,1
49,2019-11-19T13:20:00.125+03:00,@darthbender Still not ready.,0.0,,0
50,2019-11-19T12:20:00.148+03:00,"\@darryl1974 Ahh""",0.0,,1
51,2019-11-19T12:00:00.157+03:00,@darrennakao Have a great night.,1.0,,1
52,2019-11-19T13:00:00.137+03:00,@bloodrush545 Ugh. Pizza would be fantastic right now. Too bad this isn't phx. No pizza places open ppast like 10 here.,0.0,,0
53,2019-11-19T12:20:00.148+03:00,"\@DarrisHoskins I want to surf the web and twitter about it""",0.0,,1
54,2019-11-19T12:40:00.168+03:00,"\@Blondiie7 I found a dress 4 Saturday""",0.0,,0
55,2019-11-19T11:40:00.909+03:00,@BlondeBlogger No worries for the #ff  hope all is well x,1.0,,1
56,2019-11-19T12:20:00.148+03:00,@darrinreeves &quot;tate st ives&quot;...like the roof cafe,0.0,,1
57,2019-11-19T13:00:00.137+03:00,"\@bloodycountesss yeah""",0.0,,0
58,2019-11-19T12:40:00.168+03:00,@BlondieDC I'm hoping for Rome everyday I'm on call,0.0,,1
59,2019-11-19T13:20:00.125+03:00,@darthchrista Big Canoe Mtns here we come! I never did get my chores done. As soon as we hung up B woke up crying.,0.0,,1
60,2019-11-19T12:00:00.157+03:00,@BlondeByDesign Thanks for the hello on Tuesday  Happy Wed! #WYGIWYG &quot;What you Give is What you Get&quot;,1.0,,1
61,2019-11-19T13:00:00.137+03:00,"\@darth_mall yeah""",0.0,,1
62,2019-11-19T11:40:00.909+03:00,@blonde20 Your website looks great! Congratulations,1.0,,1
63,2019-11-19T13:00:00.137+03:00,"\@blondyRMT Yeah""",0.0,,1
64,2019-11-19T12:20:00.148+03:00,@DarrylRMSG Perfect way to spend Victoria Day! Just watch the temps with the plants - it's been pretty cold the last few nights,1.0,,1
65,2019-11-19T12:40:00.168+03:00,@BlondeRosalie i hope you found something to do!,1.0,,0
66,2019-11-19T13:20:00.125+03:00,"\@darthmig you have aids""",0.0,,1
67,2019-11-19T12:00:00.157+03:00,"\@darrensoh when there's a will""",0.0,,1
68,2019-11-19T12:20:00.148+03:00,@darscan you should really do a video walkthrough of a robotlegs project. It would be a good place for us noobs to start,1.0,,1
69,2019-11-19T12:40:00.168+03:00,@BlondieBrittni Hahah fun stuff ... i want ice cream,1.0,,1
70,2019-11-19T11:40:00.909+03:00,"\@BlondeBlogger Your welcome darlin""",0.0,,1
71,2019-11-19T13:00:00.137+03:00,@bloodyc where are my red roses??? u didn't give me any  sniff sniff,0.0,,0
72,2019-11-19T12:20:00.148+03:00,@darrin0101 you're working tonight??,0.0,,0
73,2019-11-19T12:00:00.157+03:00,@BlondeByDesign Thanks my dear Sprite.  It is all working out.,1.0,,1
74,2019-11-19T13:00:00.137+03:00,@darsoid another headcake?,0.0,,0
75,2019-11-19T13:20:00.125+03:00,@DarthEdward yeah. lol. i guess i understand that. all my friends are going seperate ways after graduation,0.0,,0
76,2019-11-19T12:40:00.168+03:00,"\@Blondie_1985 - awwwwww!  We'll survive somehow""",0.0,,0
77,2019-11-19T11:40:00.909+03:00,@Blonde_M DAMN YOU! I want muffins and tea. Tea I can manage. Muffins are forbidden,0.0,,0
78,2019-11-19T12:20:00.148+03:00,@darrylwoodson LMBO!!! umm.. in the closet,0.0,,0
79,2019-11-19T13:00:00.137+03:00,"\@bloodandguts Dude""",0.0,,1
80,2019-11-19T12:00:00.157+03:00,@DarrenRuane Yes please!!! Want so see more gorgeous pics of Dublin  Have fun!!!! Buying shoes = heaven ;D,0.0,,1
81,2019-11-19T12:20:00.148+03:00,"\@BlondeNklutzi It was sooooo good""",1.0,,1
82,2019-11-19T13:20:00.125+03:00,@Darthious Bah! Lightweight.,0.0,,1
83,2019-11-19T13:20:00.125+03:00,@darthchilli but my legs blind people because it's so pale,1.0,,0
84,2019-11-19T12:00:00.157+03:00,@blondechicken can they DO that even?! Sounds very shady!,0.0,,0
85,2019-11-19T12:20:00.148+03:00,"\@darrin_bodner btw""",0.0,,1
86,2019-11-19T13:00:00.137+03:00,@darshany  !,1.0,,1
87,2019-11-19T11:40:00.909+03:00,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,1.0,,0
88,2019-11-19T12:40:00.168+03:00,"\@blondielv well...get that day off! hahaha. just kidding""",1.0,,1
89,2019-11-19T13:20:00.125+03:00,@darthhamster Follow me then!,0.0,,0
90,2019-11-19T13:20:00.125+03:00,@darthnowitzki Im available this afternoon. Or anytime really,0.0,,1
91,2019-11-19T12:40:00.168+03:00,@Blondie190  *hugs tight and doesnt let go* &gt;,0.0,,1
92,2019-11-19T12:00:00.157+03:00,@DarrenRuane thanx very  much 4 the follow! nice to see other rosie fans!,1.0,,1
93,2019-11-19T11:40:00.909+03:00,@BlondeBlogger But the computer is so hard to drag yourself off even though you know there are a thousand things to do! Good Luck,0.0,,0
94,2019-11-19T13:00:00.137+03:00,@Blondore @snappingturtle mine is only 18 months - I feel like I have lost out on something now,0.0,,0
95,2019-11-19T12:20:00.148+03:00,@darrylwoodson....Yes!!! Stay saved  Tank Later!! lol,0.0,,1
96,2019-11-19T11:40:00.909+03:00,@Blonde_karan It's not that hard  And you already have a lot of followers... you'll be fine. Have a great night.,1.0,,0
97,2019-11-19T12:00:00.157+03:00,@darrenteh Home is where you are at  I wanna be homeeeeeeeeee!,1.0,,1
98,2019-11-19T12:40:00.168+03:00,@BlondeRosalie getting ready for bed. overtime this week,0.0,,1
99,2019-11-19T12:00:00.157+03:00,@blondeirish I love raspberries! When I lived in WA state I used to eat them by the flat! But they are  too expensive here in AZ,1.0,,1
100,2019-11-19T13:20:00.125+03:00,@darthchilli damn you. Lolz I want BBQ too  but I'm stuck at sfu studying haha.,0.0,,1
101,2019-11-19T12:40:00.168+03:00,"\@blondiekate 18 is better than 40""",1.0,,1
102,2019-11-19T13:20:00.125+03:00,"\@darthhamster told me that it is &quot;essential&quot; that I tweet regularly this morning""",0.0,,1
103,2019-11-19T13:00:00.137+03:00,"\@bloodyhurricane omg I don't know""",1.0,,0
104,2019-11-19T12:20:00.148+03:00,@DarrenXP I GOT IT!!! OMG I GOT IT!!!! XD As in the LONDON &amp; BIRMINGHAM CLOTHES SHOW GIGS OMG!!!!!! Haha I'm a little excited.,0.0,,0
105,2019-11-19T11:40:00.909+03:00,@BlondeByDesign #ButImMarried  #iloveyou,0.0,,1
106,2019-11-19T11:40:00.909+03:00,@blondebear87 ah yes dropping the bear thing  it's such a lovely day here! Very odd for stafford!!,1.0,,1
107,2019-11-19T12:00:00.157+03:00,@DarrenRuane Thanks for the recommendations. Will check amazon later  Amazing that there are other &quot;crazy&quot; people like moi out there,1.0,,1
108,2019-11-19T13:20:00.125+03:00,@DarthMolen That's too bad  I'll take lots of pictures and will post them!,0.0,,0
109,2019-11-19T12:40:00.168+03:00,@Blondie73 Heeee! Hello my friend. Lovely to see you in the world of twitter  x,1.0,,1
110,2019-11-19T12:40:00.168+03:00,@BlondeRosalie Hi Rose! How are you today?,0.0,,1
111,2019-11-19T12:20:00.148+03:00,@darrynstorm deviantart.   My day was not too bad though i had work and uni work to do but oh well. yours?,0.0,,1
112,2019-11-19T13:00:00.137+03:00,@blondore i am not no  but i have been a brazi soccer fangirl forever! SA soccer fangirl not so much!,0.0,,0
113,2019-11-19T12:00:00.157+03:00,@DarrenSproat but I didnt say please did I...... please,0.0,,0
114,2019-11-19T11:40:00.909+03:00,"\@Blonde_Idiot hope you have fun at work placement""",1.0,,1
